"自分はどうなるのか？","社長に残れることもありますが、管理職としてです。"
"誰が社長になるのか？","「中間管理職」として優秀な方が来ます。"
"債務の個人保証は外してもらえるのか？","外さない買い手はほぼ皆無です。"
"役員はどうなるのか？","ある程度能力があれば続投になるケースが多い。"
"息子が役員だが、残れるか？","能力があれば残す買い手は多いです。"
"従業員に不利益変更はないのか？","買い手次第なので、しっかりと見極めましょう。"
"ブランド名は残るのか？","買い手が決めることであり、引き継いでくれる相手を選びましょう。"
"会社名は変わらないのか？","こちらも買い手次第なので、よく検討を。"
"合併で会社がなくなることは珍しいことなのか？","M&Aスキームとしては稀だが、M&A後の合併は珍しくない。"
"ファンドに売ることの注意点は？","M&A後の事業運営に関しては相当な覚悟が必要。"
"PMIについて売り手が気を配ることはあるか？","特に従業員さんたちに気を配りましょう。取引先への挨拶は速やかに行うこと。従業員さんの衝撃は予想以上であり、特に気を使うこと。事業の引継で知ってもらうべきことは何度も伝えること。"
"上場会社に売った後、連結決算は何をすればいいのか？","基本はそのままですが、親会社へのレポーティングが必要になります。買い手探しと選択に関する10の質問。"
"買い手候補はどのように探していくのか？","M&Aアドバイザーを雇い、入札で買い手を探すのが一般的。"
"やっぱりたくさんの買い手候補と会ったほうがいいか？","買い手集めは量よりも質のほうが重要。"
"M&Aマッチングサイトについてどう思うか？","初心者には難しいツールだと考えています。"
"ショートリスト作成時の留意点を教えて欲しい。","売りたい相手をイメージしてから作りましょう。"
"ノンネームシート作成時のコツを教えて欲しい。","濃度を変えて複数作成しましょう。"
"良いインフォメーションメモランダムとはどういうものか？","買い手の立場になって、欲しい情報を提供してください。"
"入札前に出したくない情報開示を求められたが、どうすべきか？","断って構いませんが、その理由は明確にしましょう。"
"買い手が描いている事業計画を評価する際のポイントを教えて欲しい。","「理想的か？」と「現実的か？」の２つの視点で評価しましょう。"
"買い手が事業計画を提出してくれない場合はどうすべきか？","簡単なメモでもわかればOKです。"
"M&Aが下手な買い手企業に特徴はあるか？","デューデリジェンスがいい加減な買い手は、たいていM&Aが下手です。外部の弁護士・会計士任せで、会社の人間が現場に来ない。DDチームの質問が表面的で、ビジネスの本質に踏み込んでこない。キーパーソンを確認したり、面談を希望したりしない。名義株など、中小企業M&Aではよくある些末な問題に時間を使いすぎる。M&Aアドバイザーに関する13の質問。"
"M&Aアドバイザーは必要なのか？","成功を目指すなら使うことをおすすめします。"
"守秘義務契約って本当に効果があるのか？","立証・損害賠償請求は困難なので過信は厳禁です。"
"安いM&Aアドバイザーを使うことのデメリットは？","実力はアドバイザー次第であり、見極めが重要です。"
"仲介アドバイザー報酬は値切れるのか？","「売れる会社」なら、少しだけ値切れることもあるようです。"
"「売り手は無料」の「仲介」アドバイザーの問題点は？"
"複数のM&Aアドバイザーを併用することは可能か？","基本的には受けてもらえません。"
"オススメのM&Aアドバイザーは？","個人単位で、ご自分の成功定義に最適なアドバイザーを選びましょう。"
"M&Aアドバイザーを評価する際に重視しているポイントは？","一番はプレゼン能力だと考えています。"
"FA（ファイナンシャルアドバイザー）と契約したいのだが可能か？","ちゃんとしたFAを使うには、ある程度の事業規模が必要です。"
"顧問税理士がFAをやると言い出したが、大丈夫か？","出来る税理士もいますが、多分大半はお話になりません。"
"M&Aアドバイザーと契約する際の注意点は？","契約解除条項には気を付けましょう。"
"M&Aアドバイザーと突然連絡がつかなくなったが、どうすればよいか？","一方的に契約解除を通知し、忘れましょう。"
"仲介アドバイザーのせいで大損したのだが、訴えられるか？","FAはともかく、仲介ではなかなか難しいと思います。M&Aスキームに関する９つの質問。"
"使えるM&Aスキームの選択肢を教えて欲しい。","中小企業M&Aに使えるのは以下の４つのスキームです。単純な株式売買を用いたスキーム。ヨコの会社分割（分割型分割）を用いたスキーム。事業譲渡を用いたスキーム。タテの会社分割（分社型分割）を用いたスキーム。"
"M&Aアドバイザーが単純な株式売買しか説明しないのだが、なぜか？","「自分が楽だから」か、「よく知らないから」でしょうね。"
"会社分割はM&A契約締結の前にすべきか？後にすべきか？","M&A契約後の着手がおすすめです。"
"ヨコの会社分割で対象会社を債務超過にすることは可能か？","債務超過自体は可能ですが、不自然な場合は税務否認リスクが高まります。"
"ヨコの会社分割では減資が必要と聞いたが本当か？","減資する処理方法もありますが、実際にはほとんど見たことがありません。"
"M&Aで合併はほとんどないと聞いたが本当か？","ある意味本当で、ある意味嘘です。"
"会社分割をする際の注意点を教えて欲しい。","ちゃんとしたプロを雇い、従業員のケアに意識しましょう。"
"子会社を売りたいのだが良い方法はないか？","合併や会社分割、配当を組み合わせれば大きな節税になることも。"
"会社分割や事業譲渡では売掛金や買掛金は移転対象になるのか？","移転対象にしないことが多いです。M&A価格と税金に関する23の質問。"
"当社はいくらぐらいで売れるのか？","やってみないとわかりません。"
"「DCF法」なら適正な株式価値が算定できると聞いたが？","M&A価格は「理論的な価値」では決まりません。"
"多くの会社が「年買法（年倍法）」を使っていると聞いたが？","買い手の運用法がわからないので、できません。"
"高く売るためのコツを教えて欲しい。","入札前の適切な情報開示が最重要です。会社（事業）の価値そのものを引き上げる。会社（事業）の価値を買い手に正しく理解させる。"
"今が売り時だと思うか？","売り時は外部要因ではわかりません。"
"赤字だが、売れるだろうか？","条件は悪いが売れることは十分ある。"
"税金はどのぐらいかかるのか？","譲渡益に対し、個人なら約20%、法人なら33～36%。個人が株式を譲渡した場合、譲渡益に対して20.315%の所得税等が課されます。法人が株式や事業を譲渡した場合、33～36%の法人税等（外形標準課税含む）が発生します（他の損益と通算）。スキーム別にどちらの税目が発生するかは以下の表をご覧ください。（なお、株主が個人の場合です）。M&Aスキーム	発生税目。単純な株式売買	所得税等（20.315%）。ヨコの会社分割スキーム	所得税等（20.315%）。事業譲渡	法人税等（33～36%）。タテの会社分割スキーム	法人税等（33～36%）。"
"税金面では所得税のほうが有利なのか？","常に有利とは限らず、ケースバイケースです。税目	有利な点	不利な点。所得税。法人税より税率が低い。譲渡収入の5%を原価に使える。他の損失と相殺できない。法人税に比べ譲渡原価が少額であることが多い。法人税。他の損失と相殺できる。所得税に比べ譲渡原価が多額であることが多い。所得税より税率が高い。譲渡原価が少額の場合に有利選択できる計算方法がない。"
"M&Aの税金で間違えやすいポイントは？","株式原価の5%選択は絶対に抑えましょう。"
"良い節税の方法はないか？","M&Aの節税策は３つあります。M&A対価の一部を役員退職金に振り替える方法。ヨコの会社分割で余計な税金を発生させない方法。タテの会社分割で法人税等の計算にする方法。"
"退職金は多ければ多いほど良いのか？","人によりますが、3,000～4,000万円がピークです。"
"税理士から「退職金は１度だけの創業者利益実現の機会で税率も低いので、たくさんもらったほうがよい」と言われたが、そうでもないのか？","退職金とM&A価格はトレードオフなので、意味はありません。退職金をもらう。株式を売って対価をもらう。"
"顧問税理士にヨコの会社分割は前例がないのでやめたほうがいいと言われたが、その点についてどう考えているか？","「磨き上げ」の範囲内で実施する以上、ほぼ問題ないと考えています。"
"ヨコの会社分割スキームで新会社に移転すべき資産を教えて欲しい。","買戻し対象になる資産はぜひ移しましょう。"
"ヨコの会社分割スキームで移さない資産はどう考えるべきか？","キャッシュを個人が受け取るか、会社に残すかで考えましょう。"
"債務は新会社に移さないほうがいいのか？","手続きを考えても、なるべく残したほうが得策。"
"ヨコの会社分割スキームは広く行われているのか？","税制改正以来、爆発的に増えています。※以下は税制改正が発表された直後に刊行された記述です。宮口徹『M&A・組織再編スキーム 発想の着眼点50』第２版より引用。"
"ヨコの会社分割スキームを税理士に相談したら、「スピンオフ税制の要件を満たしていない」と言われたが、大丈夫か？","スピンオフ税制は全然違う制度です。"
"ヨコの会社分割を行った場合、「役員退職金の上限」はどのように計算すべきか？","妥当な水準と主張できるかどうかで考えてください。"
"単純な株式売買をタテの会社分割にスキーム変更して節税するのは税務リスクが高いと言われたが、その点についてどう考えているか？","税務リスクはほぼないと考えています。"
"会社分割をすると繰越欠損金はどちらの会社の所属になるのか？","分割元会社（旧会社）の所属になります。"
"相続税はどのようになるのか？","通常、相続税は増えますので、対策と納税資金確保を考えましょう。"
"税務否認が心配なのだが、安心する方法はないか？","高品質な税理士と万全の対策を準備しましょう。M&A対象会社の財産に関する20の質問。"
"「磨き上げ」としてなにかやっておくべきことはないか？","100%後継者のためになることをすれば、それはすべて磨き上げ。"
"会社の借金はどうなるのか？","スキーム次第ですので、必ず確認しましょう。"
"自分が会社に貸し付けている役員借入金はどうなるのか？","通常はきちんと返してもらえます。"
"自分が会社から借りている役員貸付金はどうなるのか？","必ず返済が求められるが、会社分割でM&A対象から外したほうがよい。"
"会社が親戚や友人に貸しているお金はどうなるのか？","代位弁済を求められることが多く、分割でM&A対象外にしたほうがよい。"
"会社が社員に貸しているお金はどうなるのか？","事業上の意味が強ければ、買い手が引き取ってくれる。"
"個人所有の不動産を会社に賃貸しているがどうなるのか？","引き続き賃貸できるが、条件の見直しは求められることも。"
"一部不動産を手元に残して対象事業に貸したいがどうすればよいか？","会社分割でM&A対象事業から外すのがおすすめです。"
"中退共はどうなるのか？","子会社であれば継続可能ですが、買い手次第です。"
"経営セーフティ共済（倒産防止共済）はどう評価されるのか？","返戻額に税金分を差し引いて評価されます。"
"自分が住んでいる社宅はどうなるのか？","M&A後の買取りになりますが、会社分割がおすすめです。"
"自分が乗っている会社名義の自動車はどうなるのか？","社宅同様、買取りまたは会社分割で対象外に。"
"役員生命保険はどうなるのか？","こちらも会社分割で対象外にするのがおすすめ。"
"数年後のM&Aを予定しているが、生命保険を使って会社の価値を上げる方法はないか？","ちょっと思い浮かばないですね・・・。色々考えましたが、残念ながら有効な方法は思いつきませんでした。M&Aでは保険返戻金が膨らんでも、返戻時に発生する税金はキッチリ差し引きますので、単純返戻率が100%を超える法人保険でない限り難しいように思います。返戻率のピークに合わせてM&Aを成立させるというのもまず無理ですし。（これをご覧の保険代理店さんで、良い保険の使い方をご存じであればぜひ教えてください）。"
"オペレーティングリースはどうなるのか？","そのままでは大損になるため、会社分割がベスト。"
"友人の会社の株式を会社名義で持っているが、どうすればよいか？","買える額なら買戻し、買えないなら会社分割で。"
"繰延税金資産／負債は中小企業の買い手も計算に入れているのか？","M&Aは専門家が関与するため、最終的には必ず気付く。"
"M&Aが成立した期の損益は価格にどう反映されるのか？","厳密に調整することもありますが、ざっくりやるほうが多いです。"
"デューデリジェンスでは対象会社の問題点を積極的に言うべきか、訊かれるまで言わないべきか？","あなたのM&Aの目的次第だと思います。"
"価格交渉中、「未払残業代があったのでその５年分減額してほしい」と言われたが、何か良い反論はあるか？","相手が合理的な交渉かを探り、落としどころを探しましょう。"
譲渡の相談はどのようなタイミングでするのがいいですか。,なるべく早い段階でのご相談をお勧めしています。よりよい条件での譲渡を実現させるためには相応の時間も必要です。M&A成約までは早ければ3カ月～半年と言われていますが、譲渡後の引継ぎ期間を考えると数年に及ぶ事業です。最も大きなリスクは『譲渡のタイミングを逃す』ことです。M&Aはあくまでも経営の選択肢の一つですから、まずはご相談 (無料) ください。
仲介を正式に依頼してから成約するまでどれくらいかかりますか。,目安は3～4ヶ月程度です。ただし、条件や経営環境によって時間がかかるケースもあります。
北陸地方以外のエリアへ事業拡大したい。対応していただけますか。,当社は北陸3県の仲介を多くさせていただいていますが、全国対応できます。また、全国に提携ネットワークを持っていますので、ご要望のエリア企業様とのマッチングが可能です。
会社の譲渡を検討している経営者の年代はどれくらいでしょうか。,会社を譲渡する理由の多くは、後継者不在によるものが多く、その場合経営者の年齢は50代～60代が多いのですが、ここ最近は、自社の成長戦略や企業の更なる発展の為に譲渡を検討される若い経営者の方も増えてきております。
会社を譲渡するにあたり、従業員の雇用と待遇を守ってもらえますか。,M&Aを実行する際、売り手企業の従業員の継続雇用と待遇面の維持を契約条件に入れることは一般的です。譲渡後に従業員が不利益を被ることのないように、当社は社長の意思を尊重して頂ける買い手をお探しします。
M&Aの仲介会社はどのように選べばよいのでしょうか。,留意すべきポイントはいくつかあります。経験と実績があり成約率が高い豊富な情報量を持ち、希望する地域に精通している会社であるか心情を理解し、真摯に対応してくれるかM&Aでは、よいお相手探しには豊富な情報量と経験値が必要です。そして、信頼できるコンサルタントがいる会社というのは重要なポイントです。また、地方の企業が売り手になる場合などは、地域に密着した業務対応をしてくれる会社を選ぶのもよいと思います。問題が発生したときには、すぐに駆けつけてもらえるというフットワークの良さもポイントになります。まずは、電話や面談を重ねて慎重にご判断ください。
赤字、債務超過の会社でも譲渡は可能でしょうか？,できないことはありませんが、ハードルは高くなります。収益力が十分にある事が重要なポイントとなります。債務超過会社でも売却可能なことはあります。債務超過会社とは資産よりも負債が多い会社ですが、資産を時価評価すると債務超過ではないこともあります。この場合は問題なく売却できる可能性はあります。M&Aにおける価値とは、買い手にとっての価値です。顧客リストや人材、技術などは目に見えない資産です。今の会社では活用できていないものも、買い手が利用すれば価値が生じ、シナジー効果を生みます。会社の売買価格は、相手次第で何倍にもなることはよくあります。
仲介会社（アドバイザー）を使わずにM&Aをするのは難しいですか。,もちろん、当事者同士で交渉いただくことも可能です。しかし、M&Aの交渉はきわめて複雑です。税金、法律、従業員の雇用の問題など、専門的な知識を必要とする場面が多いものです。契約書や覚書も作成しなければなりません。さらに当事者同士では言えないこと、聞けないこともあるでしょう。後々トラブルや訴訟をおこすこともよくあります。M&Aを成功させるためにも、経験豊富なノウハウのあるアドバイザーが必要不可欠と思います。
希望の相手先は必ず見つかりますか。,当社は中堅・中小企業向けM&A仲介業務を専業としています。豊富な実績を強みとして、日々多くの「買収ニーズ」が集まってきているので、オーナー経営者様の希望に叶うお相手先候補を幅広くご紹介することが可能です。
うちのような小さい会社でもM&Aの対象になりますか。,M&Aというと大企業同士で行われているイメージがあるかもしれませんが、実はここ数年で中小・中堅企業でも活発にM&Aが行われるようになりました。主な要因は社長の高齢化と後継者不在です。しかし、最近は企業の成長戦略のひとつとしてM&Aによる買収をする企業が多くなり、中小企業同士のマッチングが増えてきました。
企業評価はどのように行われますか。,通常、企業評価はその企業の収益力・資産価値などを含め総合的に評価します。評価方式としては、時価純資産方式・DCF方式など幾つかあります。当社では企業評価の算定業務も行っておりますのでまずはご相談ください。
仲介をお願いした場合、どういう費用が必要ですか。,弊社にて仲介業務を受けさせていただく場合「仲介手数料」が必要になります。この手数料の金額等につきましては、案件によって異なります。事前に必ず詳細をご説明させて頂いておりますのでどうかご安心ください。それ以外の費用としては、買収監査や特別な調査費用などは実費でご負担頂くことがあります。
成約前に、従業員や金融機関、取引先へ知られてしまうことはありませんか？,事前の秘密保持契約の基にお話を進めますので、当社から情報が他に漏れることは一切ございません。また、譲渡企業、買収企業ともにM&Aに関する情報は基本社長だけ、もしくは必要に応じて情報開示する方をアドバイスさせて頂いています。必要な方以外には情報が漏れないように徹底することが重要です。
私の会社はおよそいくらで売れるのかが知りたいのですが、簡単に知る方法はありませんか？,おおよその目安ですが、あなたの会社の「営業利益の5倍から10倍」という計算方法や、「会社の純資産+資産の含み益の50%～100%+営業利益の2～3年分」という計算方法もあります。もう少し正確な方法はこちらをご利用ください。中小企業庁ホームページ「事業承継ガイドライン20問20答」
-A16参照http://www.chusho.meti.go.jp/zaimu/shoukei/shoukei20/download/shoukei.pdf
なぜM&Aには仲介者が必要なのでしょうか？アドバイザーを使わずにM&Aをやるのは難しいですか?,M&Aを失敗に終わらせないために、助言役として経験豊富なノウハウのあるアドバイザーが不可欠です。もちろん、当事者同士で交渉することも可能です。しかし、M&Aの交渉はきわめて複雑です。税金の問題、法律の問題、従業員の雇用の問題など、専門的な知識を必要とする場面が多く、契約書や覚書を多数作らなければなりません。さらに当事者同士ではどうしても遠慮しがちで、聞きたかったけれど聞けなかった、ということで後々トラブルや裁判になることもよくあります。M&Aを失敗に終わらせないためにも、助言役として経験豊富なノウハウのあるアドバイザーが不可欠です。
M&Aにおいて営業権がなぜ重要なのですか？,営業権の認識しだいで、会社の売買価額が何倍にも異なることがあるからです。シナジー効果(相乗効果)をどのように認識するかということ、そのシナジー効果を売り手と買い手との間でどう配分するかという問題に直接関連する重要なことです。プロが介在しないで当事者同士がやったM&Aの場合には、営業権はあまり顧慮されることはないのですが、本来のM&Aの世界では、赤字会社においてさえも営業権が生じることもあり、大変重要です。営業権とは、いわゆる「のれん代」といわれるもののことで、その会社や事業で培われた高いブランド力や信用力、技術力などの高さにより、通常の会社よりも高い収益力(超過収益力)をもつ場合における、その超過収益力の価値を言います。税法上の財産評価通達においても、営業権は、その会社が一定の水準よりも高い収益性を持つときにのみ算定されることになっています。したがって、赤字会社には営業権が算定されることはありません。しかしながら、M&Aにおいては、その会社が現在、超過収益力があるかだけではなく、買収後、将来において超過収益力が生じるかどうかがポイントになります。
営業権はどのように計算するのですか？,営業権の算定方法には、直接法と間接法がありますが、M&A実務においては、間接法を駆使することで、売り手に有利な価格交渉が可能となります。直接法は例えば、営業利益の3年分というように営業権を直接算定する方法です。間接法（差額法）は、まず企業価値全体を、DCF法やマルティプル法等により算定評価し、その企業価値が、企業の時価純資産額を上回る部分を営業権として考えます。企業価値全体から、時価純資産を差し引いて、差額として間接的に営業権を計算する方法です。営業権の算定方式としては、直接法が多く採られます。営業利益の2～3年分とか当期利益の数年分といった計算が、シンプルでわかりやすいことが一番の理由でしょう。しかし、営業利益が過去の営業利益からのみ計算され、将来のシナジー効果が反映されないことが多く、通常は、M&Aの売り手には有利ではないといえます。
私の会社は債務超過会社ですが、売却は可能でしょうか？,債務超過会社や実質債務超過会社でも売却可能なことはあります。債務超過会社とは資産よりも負債が多い会社ですが、資産を時価評価すると債務超過ではないこともあります。この場合は問題なく売却の可能性はあります。実質債務超過会社とは、不動産など含み益のある資産を時価で実質評価しても、なお資産より負債の方が多く、利益も上がっていないため、そのままでは営業権の価値もない会社を言います。いうなれば、会社の価値はマイナスというボロボロの状態です。しかし、売却は可能なことがあります。M&Aにおける価値とは、買い手にとっての価値です。顧客との信頼関係や、顧客リスト、人材、技術など、現状では活用できていない、目に見えない資産で、買い手が利用すれば価値が生じることはあります。それも一つのシナジー効果です。
会社の借入金に対して連帯保証しています。会社株式を譲渡した後の個人保証はどうなるのでしょうか？,通常のM&Aでは、連帯保証と担保の差し入れは、早い時期に金融機関と交渉して買い手企業に肩代わりしていただく事になります。M&Aは株式を譲渡し、代表権（経営権）を譲ってしまう事です。従って、連帯保証や担保の提供がそのままの状態だときわめて危険な事になります。連帯保証と担保の差し入れは、早い時期に金融機関と交渉して買い手企業に肩代わりしていただく事になります。一般的には、最終契約書の締結時に行います。ただし、「株式の一部を譲渡する場合」、「スポンサーとして大手企業に株を持ってもらって自社を上場する場合」、「引継ぎが極めて難しい業界で前経営者の全面的な支援が必要な場合」などは話し合いにより、連帯保証をはずさないケースもあります。
M&Aにより上場と同じ成果が得られる方法があるそうですが、本当ですか？,上場企業との株式交換の仕組みを使った経営統合型のM&Aの手法があります。地域の優良な会社と上場企業とが株式交換の仕組みを使い経営統合をする方法が増えてきました。株式交換によるM&A後、会社は上場会社の子会社の形で従来どおり存続し、社長も交代しません。地域の優良企業の株主側は、自社株と交換に上場企業の株式をもらいます。「裏口上場」と呼ばれることもある所以です。地域の優良会社では、単独では出来なかった資金調達や市場拡大などが上場会社の信用力、情報力を組み合わせることで出来るようになり、業績が向上します。そうすると、連結ベースで上場企業の業績が向上し、自社株と交換に取得した上場企業の株式価格も上昇するという好循環になります。この方法に「条件付対価M&A」の手法を組み合わせるとより、売却側と買収側が強力なWIN-WINの関係を作ることができます。
会社の譲渡を検討している経営者の年代はどれくらいでしょうか？,会社を譲渡する理由の多くは、後継者不在によるものが多く、その場合経営者の年齢は50代～60代が多くなっています。またご子息が社内におられても自社の発展を考え譲渡を決断される方が非常に増えています。ここ最近では、自社の成長戦略や企業の更なる発展の為に譲渡を検討される若い経営者の方も増えてきております。
会社を譲渡するにあたり、従業員の雇用と待遇を守ってもらえますか？,M&Aを実行する際、譲渡企業の「従業員の継続雇用と待遇面の維持」を契約条件に入れることは一般的です。譲渡後に従業員が不利益を被ることのないように、当社は社長、ご親族の意志を尊重して頂ける買い手をお探しします。
M&Aの仲介会社はどのように選べばよいのでしょうか？,留意すべきポイントはいくつかあります。・経験と実績があり成約率が高い・豊富な情報量を持ち、希望する地域に精通している会社であるか・心情・感情を理解し、真摯に対応してくれるかM&Aでは、よいお相手探しには豊富な情報量と経験値が必要です。そして、信頼できるコンサルタントがいる会社というのは重要なポイントです。また、地方の企業が売り手になる場合などは、地域に密着した業務対応をしてくれる会社を選ぶのもよいと思います。問題が発生したときには、すぐに駆けつけてもらえるというフットワークの良さもポイントになります。まずは、電話や面談を重ねて慎重にご判断ください。
赤字、債務超過の会社でも譲渡は可能でしょうか？,できないことはありませんが、ハードルは高くなります。収益力が十分にある事が重要なポイントとなります。債務超過会社でも売却可能なことはあります。債務超過会社とは資産よりも負債が多い会社ですが、資産を時価評価すると債務超過ではないこともあります。この場合は問題なく売却できる可能性はあります。M&Aにおける価値とは、買い手にとっての価値です。顧客リストや人材、技術などは目に見えない資産です。今の会社では活用できていないものも、買い手が利用すれば価値が生じ、シナジー効果を生みます。会社の売買価格は、相手次第で何倍にもなることはよくあります。
仲介会社（アドバイザー）を使わずにM&Aをするのは難しいですか？,もちろん、当事者同士で交渉いただくことも可能です。しかし、M&Aの交渉はきわめて複雑です。税金、法律、従業員の雇用の問題など、専門的な知識を必要とする場面が多いものです。契約書や覚書も作成しなければなりません。さらに当事者同士では言えないこと、聞けないこともあるでしょう。後々トラブルや訴訟をおこすこともよくあります。M&Aを成功させるためにも、経験豊富なノウハウのあるアドバイザーが必要不可欠と思います。
うちのような小さい会社でもM&Aの対象になりますか？,M&Aというと大企業同士で行われているイメージがあるかもしれませんが、実はここ数年で中小・中堅企業でも活発にM&Aが行われるようになりました。主な要因は社長の高齢化と後継者不在です。しかし、最近は企業の成長戦略のひとつとしてM&Aによる買収をする企業が多くなり、中小企業同士のマッチングが増えてきました。
企業評価はどのように行われますか？,通常、企業評価はその企業の収益力・資産価値などを含め総合的に評価します。評価方式としては、時価純資産方式・DCF方式など幾つかありますが「時価純資産＋時価営業権」で株価を算定する場合がほとんどです。当社では企業評価の算定業務も行っておりますのでまずはご相談ください。
成約前に従業員や金融機関、取引先へ知られてしまうことはありませんか？,事前の秘密保持契約の基にお話を進めますので、当社から情報が他に漏れることは一切ございません。また、譲渡企業、買収企業ともにM&Aに関する情報は基本社長だけ、もしくは必要に応じて情報開示する方をアドバイスさせて頂いています。必要な方以外には情報が漏れないように徹底することが重要です。
M&Aで成功している企業とは？,　M&Aで成功している企業は、「対象会社の事業が自社の企業目的に合致しているか」を一番に考えています。「どんなに儲かっている会社でも、自社の企業目的に沿わない事業は結果的にうまくいかない」と今までに複数社のM&Aを成功させている経営者は言います。企業は人であり、経営陣をはじめ社員全員がやる気になるM&Aの仕組み・やり方でなければ、結果的に成功しないとも言います。また、安すぎる売買金額にも問題があり、相手の足元を見るような交渉は絶対にしてはいけないと断言します。　M&Aで成功している企業は、売却するオーナー経営者の気持ち、引き続いて仕事をする役員・社員の心情を重要視し、取引先との取引継続を大事に考え、何よりM&A後の魅力的な企業像や将来ビジョンを描ける会社です。そうした結果、業績が向上しM&Aを成功に導くことになっているのです。
会社譲渡を機会に、経営改善はできますか？,　後継者がいない経営者の方は、「後継者を確保すること」と、「もっと良い会社にすること」を常に考えていらっしゃいます。M&Aが成立し株式譲渡をした後でも、創業者は経営改善意欲を強く持っておられます。　最近のM&Aでは、「創業者に3～5年間経営執行を任せる」ことを条件にする事例が増えてきています。企業を数十年間手塩にかけて育てた創業者に、企業経営を任せることが一番良いのは間違いありません。　創業者の方も、親会社の意向を前面に大胆な経営改善に取り組むことが出来ます。赤字を出すまでには至っていないが、5年後の業界のことを考えると大幅な業態変換に取り組む必要性を感じていても、実行に移すことは難しいですが「親会社の意向」を錦の御旗に、実行に移すことが可能になります。 経営改善は大変難しく、慎重且つ大胆に行うべきで、創業者と親会社となる経営者との強固な信頼関係がなければ、成り立ちません。信頼できる経営者を探すことが、M&Aではとても大切なことです。
